title,company,location,skills,job_desc,skills_list,skills_cleaned
Business Analyst,Microsoft,Los Angeles,"['SQL', 'Excel', 'Business Analysis', 'Project Management', 'Power BI']","We are looking for a Business Analyst with experience in Power BI, SQL, Business Analysis.","['business analysis', 'excel', 'power bi', 'project management', 'sql']","business analysis, excel, power bi, project management, sql"
Business Analyst,Ibm,Seattle,"['Power BI', 'Excel', 'Business Analysis']","We are looking for a Business Analyst with experience in Excel, Power BI, Business Analysis.","['business analysis', 'excel', 'power bi']","business analysis, excel, power bi"
Data Engineer,Amazon,San Francisco,"['AWS', 'SQL', 'Airflow', 'Python']","We are looking for a Data Engineer with experience in SQL, Python, Airflow.","['airflow', 'aws', 'python', 'sql']","airflow, aws, python, sql"
Analytics Consultant,Uber,Atlanta,"['Python', 'Excel']","We are looking for a Analytics Consultant with experience in Python, Excel.","['excel', 'python']","excel, python"
Bi Developer,Google,Atlanta,"['ETL', 'Data Warehousing', 'Power BI']","We are looking for a BI Developer with experience in Power BI, Data Warehousing, ETL.","['data warehousing', 'etl', 'power bi']","data warehousing, etl, power bi"
Analytics Consultant,Google,Chicago,"['Excel', 'SQL', 'Power BI', 'Python']","We are looking for a Analytics Consultant with experience in SQL, Power BI, Excel.","['excel', 'power bi', 'python', 'sql']","excel, power bi, python, sql"
Data Scientist,Microsoft,Boston,"['Statistics', 'SQL']","We are looking for a Data Scientist with experience in SQL, Statistics.","['sql', 'statistics']","sql, statistics"
Machine Learning Engineer,Uber,Atlanta,"['AWS', 'PyTorch', 'Python', 'TensorFlow']","We are looking for a Machine Learning Engineer with experience in Python, AWS, PyTorch.","['aws', 'python', 'pytorch', 'tensorflow']","aws, python, pytorch, tensorflow"
Data Scientist,Microsoft,New York,"['Pandas', 'SQL', 'Statistics', 'Python', 'Machine Learning']","We are looking for a Data Scientist with experience in SQL, Pandas, Python.","['machine learning', 'pandas', 'python', 'sql', 'statistics']","machine learning, pandas, python, sql, statistics"
Data Scientist,Microsoft,Miami,"['Python', 'SQL', 'Pandas', 'Machine Learning']","We are looking for a Data Scientist with experience in Machine Learning, SQL, Python.","['machine learning', 'pandas', 'python', 'sql']","machine learning, pandas, python, sql"
Data Analyst,Amazon,San Francisco,"['Tableau', 'Python', 'Excel']","We are looking for a Data Analyst with experience in Python, Excel, Tableau.","['excel', 'python', 'tableau']","excel, python, tableau"
Data Engineer,Accenture,New York,"['Python', 'SQL', 'Spark']","We are looking for a Data Engineer with experience in SQL, Spark, Python.","['python', 'spark', 'sql']","python, spark, sql"
Ai Engineer,Salesforce,Denver,"['PyTorch', 'Python', 'AWS', 'NLP']","We are looking for a AI Engineer with experience in PyTorch, NLP, AWS.","['aws', 'nlp', 'python', 'pytorch']","aws, nlp, python, pytorch"
Data Scientist,Ibm,New York,"['Pandas', 'Statistics']","We are looking for a Data Scientist with experience in Statistics, Pandas.","['pandas', 'statistics']","pandas, statistics"
Business Analyst,Ey,San Francisco,"['Business Analysis', 'Power BI']","We are looking for a Business Analyst with experience in Power BI, Business Analysis.","['business analysis', 'power bi']","business analysis, power bi"
Data Analyst,Salesforce,Atlanta,"['SQL', 'Tableau', 'Excel']","We are looking for a Data Analyst with experience in Excel, Tableau, SQL.","['excel', 'sql', 'tableau']","excel, sql, tableau"
Bi Developer,Amazon,Seattle,"['Power BI', 'ETL', 'SQL']","We are looking for a BI Developer with experience in Power BI, SQL, ETL.","['etl', 'power bi', 'sql']","etl, power bi, sql"
Machine Learning Engineer,Uber,Seattle,"['TensorFlow', 'Machine Learning', 'AWS', 'PyTorch']","We are looking for a Machine Learning Engineer with experience in Machine Learning, PyTorch, TensorFlow.","['aws', 'machine learning', 'pytorch', 'tensorflow']","aws, machine learning, pytorch, tensorflow"
Ai Engineer,Facebook,Austin,"['AWS', 'Deep Learning']","We are looking for a AI Engineer with experience in Deep Learning, AWS.","['aws', 'deep learning']","aws, deep learning"
Data Analyst,Deloitte,Denver,"['Excel', 'Tableau', 'Python']","We are looking for a Data Analyst with experience in Tableau, Excel, Python.","['excel', 'python', 'tableau']","excel, python, tableau"
Analytics Consultant,Ibm,Miami,"['SQL', 'Excel', 'Power BI']","We are looking for a Analytics Consultant with experience in Excel, SQL, Power BI.","['excel', 'power bi', 'sql']","excel, power bi, sql"
Data Engineer,Facebook,Denver,"['SQL', 'Airflow']","We are looking for a Data Engineer with experience in SQL, Airflow.","['airflow', 'sql']","airflow, sql"
Machine Learning Engineer,Amazon,Boston,"['Python', 'PyTorch', 'Machine Learning', 'TensorFlow', 'AWS']","We are looking for a Machine Learning Engineer with experience in TensorFlow, Python, PyTorch.","['aws', 'machine learning', 'python', 'pytorch', 'tensorflow']","aws, machine learning, python, pytorch, tensorflow"
Data Engineer,Amazon,Miami,"['AWS', 'SQL']","We are looking for a Data Engineer with experience in SQL, AWS.","['aws', 'sql']","aws, sql"
Data Analyst,Microsoft,Atlanta,"['Power BI', 'SQL', 'Excel']","We are looking for a Data Analyst with experience in SQL, Excel, Power BI.","['excel', 'power bi', 'sql']","excel, power bi, sql"
Data Engineer,Google,Los Angeles,"['Python', 'AWS', 'Airflow', 'Spark']","We are looking for a Data Engineer with experience in Airflow, Python, AWS.","['airflow', 'aws', 'python', 'spark']","airflow, aws, python, spark"
Ai Engineer,Deloitte,Austin,"['NLP', 'AWS', 'PyTorch']","We are looking for a AI Engineer with experience in NLP, PyTorch, AWS.","['aws', 'nlp', 'pytorch']","aws, nlp, pytorch"
Ai Engineer,Uber,New York,"['Python', 'PyTorch', 'NLP', 'AWS']","We are looking for a AI Engineer with experience in PyTorch, NLP, AWS.","['aws', 'nlp', 'python', 'pytorch']","aws, nlp, python, pytorch"
Data Analyst,Amazon,Los Angeles,"['Python', 'Excel']","We are looking for a Data Analyst with experience in Python, Excel.","['excel', 'python']","excel, python"
Data Analyst,Uber,Los Angeles,"['Power BI', 'Excel', 'Python', 'Tableau']","We are looking for a Data Analyst with experience in Excel, Power BI, Tableau.","['excel', 'power bi', 'python', 'tableau']","excel, power bi, python, tableau"
Data Analyst,Ibm,Los Angeles,"['Python', 'Excel', 'Tableau', 'Power BI', 'SQL']","We are looking for a Data Analyst with experience in Tableau, Excel, Power BI.","['excel', 'power bi', 'python', 'sql', 'tableau']","excel, power bi, python, sql, tableau"
Bi Developer,Amazon,Los Angeles,"['ETL', 'Tableau', 'Power BI', 'Data Warehousing']","We are looking for a BI Developer with experience in Tableau, ETL, Data Warehousing.","['data warehousing', 'etl', 'power bi', 'tableau']","data warehousing, etl, power bi, tableau"
Data Scientist,Accenture,Boston,"['Machine Learning', 'Python']","We are looking for a Data Scientist with experience in Python, Machine Learning.","['machine learning', 'python']","machine learning, python"
Ai Engineer,Amazon,Atlanta,"['NLP', 'PyTorch', 'Python', 'AWS', 'Deep Learning']","We are looking for a AI Engineer with experience in AWS, NLP, Deep Learning.","['aws', 'deep learning', 'nlp', 'python', 'pytorch']","aws, deep learning, nlp, python, pytorch"
Machine Learning Engineer,Accenture,New York,"['PyTorch', 'TensorFlow', 'AWS']","We are looking for a Machine Learning Engineer with experience in TensorFlow, AWS, PyTorch.","['aws', 'pytorch', 'tensorflow']","aws, pytorch, tensorflow"
Ai Engineer,Salesforce,Austin,"['Deep Learning', 'NLP', 'AWS']","We are looking for a AI Engineer with experience in NLP, Deep Learning, AWS.","['aws', 'deep learning', 'nlp']","aws, deep learning, nlp"
Data Engineer,Uber,Seattle,"['Python', 'Spark']","We are looking for a Data Engineer with experience in Python, Spark.","['python', 'spark']","python, spark"
Data Scientist,Google,Seattle,"['Pandas', 'Python']","We are looking for a Data Scientist with experience in Pandas, Python.","['pandas', 'python']","pandas, python"
Analytics Consultant,Microsoft,Seattle,"['SQL', 'Client Communication']","We are looking for a Analytics Consultant with experience in Client Communication, SQL.","['client communication', 'sql']","client communication, sql"
Ai Engineer,Accenture,San Francisco,"['Deep Learning', 'NLP', 'PyTorch', 'Python']","We are looking for a AI Engineer with experience in NLP, Deep Learning, Python.","['deep learning', 'nlp', 'python', 'pytorch']","deep learning, nlp, python, pytorch"
Business Analyst,Amazon,Boston,"['Project Management', 'Power BI', 'SQL']","We are looking for a Business Analyst with experience in Power BI, Project Management, SQL.","['power bi', 'project management', 'sql']","power bi, project management, sql"
Machine Learning Engineer,Deloitte,San Francisco,"['PyTorch', 'TensorFlow', 'AWS']","We are looking for a Machine Learning Engineer with experience in AWS, TensorFlow, PyTorch.","['aws', 'pytorch', 'tensorflow']","aws, pytorch, tensorflow"
Data Analyst,Amazon,New York,"['SQL', 'Excel', 'Power BI', 'Tableau']","We are looking for a Data Analyst with experience in Power BI, Excel, Tableau.","['excel', 'power bi', 'sql', 'tableau']","excel, power bi, sql, tableau"
Data Analyst,Google,Denver,"['Excel', 'SQL', 'Python', 'Power BI', 'Tableau']","We are looking for a Data Analyst with experience in SQL, Excel, Power BI.","['excel', 'power bi', 'python', 'sql', 'tableau']","excel, power bi, python, sql, tableau"
Business Analyst,Microsoft,Seattle,"['Power BI', 'Project Management', 'Business Analysis', 'Excel']","We are looking for a Business Analyst with experience in Power BI, Project Management, Excel.","['business analysis', 'excel', 'power bi', 'project management']","business analysis, excel, power bi, project management"
Business Analyst,Accenture,Atlanta,"['SQL', 'Power BI', 'Business Analysis', 'Project Management', 'Excel']","We are looking for a Business Analyst with experience in Excel, Business Analysis, Project Management.","['business analysis', 'excel', 'power bi', 'project management', 'sql']","business analysis, excel, power bi, project management, sql"
Ai Engineer,Microsoft,Los Angeles,"['PyTorch', 'Deep Learning', 'AWS', 'Python']","We are looking for a AI Engineer with experience in Deep Learning, Python, PyTorch.","['aws', 'deep learning', 'python', 'pytorch']","aws, deep learning, python, pytorch"
Data Engineer,Facebook,New York,"['Airflow', 'SQL', 'Spark']","We are looking for a Data Engineer with experience in SQL, Spark, Airflow.","['airflow', 'spark', 'sql']","airflow, spark, sql"
Data Scientist,Google,Austin,"['SQL', 'Python', 'Machine Learning', 'Statistics', 'Pandas']","We are looking for a Data Scientist with experience in Pandas, SQL, Statistics.","['machine learning', 'pandas', 'python', 'sql', 'statistics']","machine learning, pandas, python, sql, statistics"
Analytics Consultant,Amazon,Denver,"['Client Communication', 'Python']","We are looking for a Analytics Consultant with experience in Python, Client Communication.","['client communication', 'python']","client communication, python"
Bi Developer,Uber,Austin,"['Data Warehousing', 'SQL']","We are looking for a BI Developer with experience in SQL, Data Warehousing.","['data warehousing', 'sql']","data warehousing, sql"
Machine Learning Engineer,Ey,Chicago,"['PyTorch', 'TensorFlow', 'Machine Learning', 'AWS', 'Python']","We are looking for a Machine Learning Engineer with experience in TensorFlow, PyTorch, AWS.","['aws', 'machine learning', 'python', 'pytorch', 'tensorflow']","aws, machine learning, python, pytorch, tensorflow"
Data Engineer,Salesforce,New York,"['AWS', 'SQL', 'Spark']","We are looking for a Data Engineer with experience in Spark, SQL, AWS.","['aws', 'spark', 'sql']","aws, spark, sql"
Data Analyst,Ey,Chicago,"['SQL', 'Python', 'Excel', 'Tableau', 'Power BI']","We are looking for a Data Analyst with experience in Python, SQL, Tableau.","['excel', 'power bi', 'python', 'sql', 'tableau']","excel, power bi, python, sql, tableau"
Data Scientist,Ibm,Denver,"['Machine Learning', 'Python', 'Pandas', 'SQL', 'Statistics']","We are looking for a Data Scientist with experience in Machine Learning, Pandas, SQL.","['machine learning', 'pandas', 'python', 'sql', 'statistics']","machine learning, pandas, python, sql, statistics"
Data Analyst,Salesforce,Miami,"['SQL', 'Python']","We are looking for a Data Analyst with experience in SQL, Python.","['python', 'sql']","python, sql"
Data Engineer,Microsoft,Atlanta,"['SQL', 'Airflow', 'Python', 'Spark', 'AWS']","We are looking for a Data Engineer with experience in AWS, Spark, SQL.","['airflow', 'aws', 'python', 'spark', 'sql']","airflow, aws, python, spark, sql"
Ai Engineer,Uber,Los Angeles,"['NLP', 'PyTorch', 'Deep Learning', 'AWS', 'Python']","We are looking for a AI Engineer with experience in Python, AWS, PyTorch.","['aws', 'deep learning', 'nlp', 'python', 'pytorch']","aws, deep learning, nlp, python, pytorch"
Data Engineer,Amazon,Boston,"['SQL', 'AWS', 'Python']","We are looking for a Data Engineer with experience in SQL, Python, AWS.","['aws', 'python', 'sql']","aws, python, sql"
Data Analyst,Uber,Chicago,"['SQL', 'Python', 'Tableau']","We are looking for a Data Analyst with experience in SQL, Tableau, Python.","['python', 'sql', 'tableau']","python, sql, tableau"
Data Scientist,Salesforce,Atlanta,"['Pandas', 'Python', 'Machine Learning', 'SQL', 'Statistics']","We are looking for a Data Scientist with experience in Python, Pandas, SQL.","['machine learning', 'pandas', 'python', 'sql', 'statistics']","machine learning, pandas, python, sql, statistics"
Ai Engineer,Google,Boston,"['AWS', 'PyTorch', 'Python', 'NLP']","We are looking for a AI Engineer with experience in Python, PyTorch, NLP.","['aws', 'nlp', 'python', 'pytorch']","aws, nlp, python, pytorch"
Ai Engineer,Amazon,Chicago,"['NLP', 'Python', 'AWS', 'PyTorch']","We are looking for a AI Engineer with experience in AWS, Python, PyTorch.","['aws', 'nlp', 'python', 'pytorch']","aws, nlp, python, pytorch"
Business Analyst,Deloitte,Miami,"['Excel', 'Project Management', 'Power BI', 'Business Analysis']","We are looking for a Business Analyst with experience in Power BI, Business Analysis, Project Management.","['business analysis', 'excel', 'power bi', 'project management']","business analysis, excel, power bi, project management"
Bi Developer,Facebook,Miami,"['SQL', 'ETL', 'Power BI', 'Tableau', 'Data Warehousing']","We are looking for a BI Developer with experience in Data Warehousing, ETL, Power BI.","['data warehousing', 'etl', 'power bi', 'sql', 'tableau']","data warehousing, etl, power bi, sql, tableau"
Data Engineer,Ey,New York,"['Spark', 'AWS', 'Airflow']","We are looking for a Data Engineer with experience in AWS, Spark, Airflow.","['airflow', 'aws', 'spark']","airflow, aws, spark"
Machine Learning Engineer,Deloitte,Denver,"['AWS', 'TensorFlow', 'PyTorch']","We are looking for a Machine Learning Engineer with experience in AWS, TensorFlow, PyTorch.","['aws', 'pytorch', 'tensorflow']","aws, pytorch, tensorflow"
Data Scientist,Salesforce,Chicago,"['Machine Learning', 'Pandas', 'Python']","We are looking for a Data Scientist with experience in Python, Machine Learning, Pandas.","['machine learning', 'pandas', 'python']","machine learning, pandas, python"
Analytics Consultant,Ibm,Atlanta,"['Excel', 'Python', 'SQL']","We are looking for a Analytics Consultant with experience in Excel, SQL, Python.","['excel', 'python', 'sql']","excel, python, sql"
Ai Engineer,Microsoft,Seattle,"['Python', 'PyTorch', 'NLP', 'Deep Learning']","We are looking for a AI Engineer with experience in NLP, Python, PyTorch.","['deep learning', 'nlp', 'python', 'pytorch']","deep learning, nlp, python, pytorch"
Data Engineer,Salesforce,Denver,"['SQL', 'Airflow']","We are looking for a Data Engineer with experience in Airflow, SQL.","['airflow', 'sql']","airflow, sql"
Data Engineer,Microsoft,Austin,"['SQL', 'Python', 'Spark']","We are looking for a Data Engineer with experience in Python, SQL, Spark.","['python', 'spark', 'sql']","python, spark, sql"
Data Analyst,Accenture,Boston,"['SQL', 'Tableau']","We are looking for a Data Analyst with experience in SQL, Tableau.","['sql', 'tableau']","sql, tableau"
Machine Learning Engineer,Deloitte,Miami,"['AWS', 'TensorFlow']","We are looking for a Machine Learning Engineer with experience in AWS, TensorFlow.","['aws', 'tensorflow']","aws, tensorflow"
Data Engineer,Salesforce,San Francisco,"['Python', 'SQL', 'AWS', 'Spark']","We are looking for a Data Engineer with experience in AWS, SQL, Spark.","['aws', 'python', 'spark', 'sql']","aws, python, spark, sql"
Data Scientist,Amazon,New York,"['Machine Learning', 'SQL', 'Pandas', 'Statistics', 'Python']","We are looking for a Data Scientist with experience in Python, Machine Learning, Pandas.","['machine learning', 'pandas', 'python', 'sql', 'statistics']","machine learning, pandas, python, sql, statistics"
Data Analyst,Facebook,Austin,"['Power BI', 'SQL', 'Excel', 'Python', 'Tableau']","We are looking for a Data Analyst with experience in Tableau, SQL, Power BI.","['excel', 'power bi', 'python', 'sql', 'tableau']","excel, power bi, python, sql, tableau"
Ai Engineer,Ibm,Miami,"['Deep Learning', 'NLP', 'Python', 'PyTorch', 'AWS']","We are looking for a AI Engineer with experience in NLP, PyTorch, Python.","['aws', 'deep learning', 'nlp', 'python', 'pytorch']","aws, deep learning, nlp, python, pytorch"
Ai Engineer,Facebook,Boston,"['AWS', 'NLP']","We are looking for a AI Engineer with experience in AWS, NLP.","['aws', 'nlp']","aws, nlp"
Data Engineer,Amazon,Los Angeles,"['Spark', 'SQL', 'AWS', 'Python', 'Airflow']","We are looking for a Data Engineer with experience in Airflow, Spark, SQL.","['airflow', 'aws', 'python', 'spark', 'sql']","airflow, aws, python, spark, sql"
Ai Engineer,Facebook,Atlanta,"['NLP', 'Python']","We are looking for a AI Engineer with experience in Python, NLP.","['nlp', 'python']","nlp, python"
Business Analyst,Salesforce,Seattle,"['Project Management', 'Business Analysis', 'SQL']","We are looking for a Business Analyst with experience in SQL, Project Management, Business Analysis.","['business analysis', 'project management', 'sql']","business analysis, project management, sql"
Business Analyst,Microsoft,Seattle,"['Power BI', 'Business Analysis', 'Project Management', 'SQL']","We are looking for a Business Analyst with experience in SQL, Business Analysis, Power BI.","['business analysis', 'power bi', 'project management', 'sql']","business analysis, power bi, project management, sql"
Business Analyst,Microsoft,Seattle,"['Project Management', 'Excel', 'SQL']","We are looking for a Business Analyst with experience in SQL, Excel, Project Management.","['excel', 'project management', 'sql']","excel, project management, sql"
Ai Engineer,Deloitte,San Francisco,"['PyTorch', 'Deep Learning', 'AWS']","We are looking for a AI Engineer with experience in PyTorch, AWS, Deep Learning.","['aws', 'deep learning', 'pytorch']","aws, deep learning, pytorch"
Data Engineer,Facebook,New York,"['SQL', 'Python']","We are looking for a Data Engineer with experience in Python, SQL.","['python', 'sql']","python, sql"
Data Analyst,Amazon,Miami,"['Power BI', 'Excel', 'SQL', 'Tableau', 'Python']","We are looking for a Data Analyst with experience in SQL, Power BI, Tableau.","['excel', 'power bi', 'python', 'sql', 'tableau']","excel, power bi, python, sql, tableau"
Analytics Consultant,Ibm,Miami,"['Client Communication', 'Power BI']","We are looking for a Analytics Consultant with experience in Power BI, Client Communication.","['client communication', 'power bi']","client communication, power bi"
Bi Developer,Uber,Los Angeles,"['Tableau', 'ETL']","We are looking for a BI Developer with experience in Tableau, ETL.","['etl', 'tableau']","etl, tableau"
Data Analyst,Uber,Denver,"['SQL', 'Tableau', 'Python', 'Excel', 'Power BI']","We are looking for a Data Analyst with experience in Excel, Power BI, Tableau.","['excel', 'power bi', 'python', 'sql', 'tableau']","excel, power bi, python, sql, tableau"
Machine Learning Engineer,Google,Chicago,"['Machine Learning', 'Python', 'PyTorch']","We are looking for a Machine Learning Engineer with experience in PyTorch, Machine Learning, Python.","['machine learning', 'python', 'pytorch']","machine learning, python, pytorch"
Machine Learning Engineer,Ey,San Francisco,"['Python', 'TensorFlow']","We are looking for a Machine Learning Engineer with experience in TensorFlow, Python.","['python', 'tensorflow']","python, tensorflow"
Analytics Consultant,Uber,San Francisco,"['Client Communication', 'Python', 'Power BI']","We are looking for a Analytics Consultant with experience in Client Communication, Python, Power BI.","['client communication', 'power bi', 'python']","client communication, power bi, python"
Data Scientist,Facebook,New York,"['Python', 'SQL', 'Statistics']","We are looking for a Data Scientist with experience in SQL, Statistics, Python.","['python', 'sql', 'statistics']","python, sql, statistics"
Machine Learning Engineer,Amazon,New York,"['PyTorch', 'Machine Learning', 'AWS', 'TensorFlow', 'Python']","We are looking for a Machine Learning Engineer with experience in Python, Machine Learning, AWS.","['aws', 'machine learning', 'python', 'pytorch', 'tensorflow']","aws, machine learning, python, pytorch, tensorflow"
Ai Engineer,Deloitte,San Francisco,"['AWS', 'NLP']","We are looking for a AI Engineer with experience in NLP, AWS.","['aws', 'nlp']","aws, nlp"
Data Scientist,Ey,Austin,"['Python', 'Pandas', 'SQL', 'Machine Learning', 'Statistics']","We are looking for a Data Scientist with experience in SQL, Python, Machine Learning.","['machine learning', 'pandas', 'python', 'sql', 'statistics']","machine learning, pandas, python, sql, statistics"
Ai Engineer,Facebook,Denver,"['Python', 'Deep Learning', 'PyTorch']","We are looking for a AI Engineer with experience in PyTorch, Python, Deep Learning.","['deep learning', 'python', 'pytorch']","deep learning, python, pytorch"
Analytics Consultant,Accenture,Austin,"['Power BI', 'SQL']","We are looking for a Analytics Consultant with experience in SQL, Power BI.","['power bi', 'sql']","power bi, sql"
Bi Developer,Ibm,Seattle,"['Power BI', 'Tableau', 'Data Warehousing', 'SQL']","We are looking for a BI Developer with experience in Data Warehousing, SQL, Tableau.","['data warehousing', 'power bi', 'sql', 'tableau']","data warehousing, power bi, sql, tableau"
Data Engineer,Google,Denver,"['Python', 'Spark', 'AWS', 'Airflow', 'SQL']","We are looking for a Data Engineer with experience in AWS, Python, Spark.","['airflow', 'aws', 'python', 'spark', 'sql']","airflow, aws, python, spark, sql"
Data Analyst,Facebook,San Francisco,"['Excel', 'Power BI']","We are looking for a Data Analyst with experience in Excel, Power BI.","['excel', 'power bi']","excel, power bi"
Data Scientist,Microsoft,Atlanta,"['Statistics', 'Machine Learning', 'Pandas']","We are looking for a Data Scientist with experience in Pandas, Machine Learning, Statistics.","['machine learning', 'pandas', 'statistics']","machine learning, pandas, statistics"
Ai Engineer,Salesforce,New York,"['AWS', 'Deep Learning', 'PyTorch']","We are looking for a AI Engineer with experience in PyTorch, AWS, Deep Learning.","['aws', 'deep learning', 'pytorch']","aws, deep learning, pytorch"
Business Analyst,Ibm,Denver,"['Excel', 'Power BI', 'Business Analysis', 'Project Management']","We are looking for a Business Analyst with experience in Project Management, Business Analysis, Excel.","['business analysis', 'excel', 'power bi', 'project management']","business analysis, excel, power bi, project management"
Machine Learning Engineer,Facebook,Atlanta,"['TensorFlow', 'AWS']","We are looking for a Machine Learning Engineer with experience in AWS, TensorFlow.","['aws', 'tensorflow']","aws, tensorflow"
Data Engineer,Deloitte,Chicago,"['AWS', 'Python', 'Airflow']","We are looking for a Data Engineer with experience in Airflow, AWS, Python.","['airflow', 'aws', 'python']","airflow, aws, python"
Analytics Consultant,Ibm,Seattle,"['Client Communication', 'SQL', 'Python', 'Excel', 'Power BI']","We are looking for a Analytics Consultant with experience in Power BI, Client Communication, Excel.","['client communication', 'excel', 'power bi', 'python', 'sql']","client communication, excel, power bi, python, sql"
Data Scientist,Accenture,Seattle,"['Statistics', 'Machine Learning', 'Python']","We are looking for a Data Scientist with experience in Statistics, Python, Machine Learning.","['machine learning', 'python', 'statistics']","machine learning, python, statistics"
Ai Engineer,Google,Seattle,"['Python', 'PyTorch', 'NLP']","We are looking for a AI Engineer with experience in Python, NLP, PyTorch.","['nlp', 'python', 'pytorch']","nlp, python, pytorch"
Machine Learning Engineer,Ibm,Denver,"['AWS', 'PyTorch', 'Machine Learning']","We are looking for a Machine Learning Engineer with experience in Machine Learning, AWS, PyTorch.","['aws', 'machine learning', 'pytorch']","aws, machine learning, pytorch"
Data Engineer,Ibm,Denver,"['Airflow', 'Python']","We are looking for a Data Engineer with experience in Python, Airflow.","['airflow', 'python']","airflow, python"
Analytics Consultant,Salesforce,Boston,"['Client Communication', 'Excel']","We are looking for a Analytics Consultant with experience in Excel, Client Communication.","['client communication', 'excel']","client communication, excel"
Bi Developer,Ibm,Seattle,"['Power BI', 'Tableau', 'SQL', 'Data Warehousing', 'ETL']","We are looking for a BI Developer with experience in SQL, Power BI, Tableau.","['data warehousing', 'etl', 'power bi', 'sql', 'tableau']","data warehousing, etl, power bi, sql, tableau"
Business Analyst,Microsoft,Chicago,"['Business Analysis', 'Excel', 'Project Management', 'Power BI', 'SQL']","We are looking for a Business Analyst with experience in SQL, Power BI, Excel.","['business analysis', 'excel', 'power bi', 'project management', 'sql']","business analysis, excel, power bi, project management, sql"
Data Scientist,Salesforce,Miami,"['Pandas', 'SQL', 'Python', 'Statistics']","We are looking for a Data Scientist with experience in Statistics, SQL, Python.","['pandas', 'python', 'sql', 'statistics']","pandas, python, sql, statistics"
Data Engineer,Salesforce,San Francisco,"['AWS', 'Spark', 'SQL', 'Python', 'Airflow']","We are looking for a Data Engineer with experience in Airflow, SQL, Python.","['airflow', 'aws', 'python', 'spark', 'sql']","airflow, aws, python, spark, sql"
Analytics Consultant,Amazon,New York,"['Power BI', 'Python', 'SQL', 'Client Communication']","We are looking for a Analytics Consultant with experience in Python, Power BI, SQL.","['client communication', 'power bi', 'python', 'sql']","client communication, power bi, python, sql"
Data Analyst,Google,Seattle,"['Power BI', 'Python', 'Tableau', 'SQL', 'Excel']","We are looking for a Data Analyst with experience in Power BI, SQL, Excel.","['excel', 'power bi', 'python', 'sql', 'tableau']","excel, power bi, python, sql, tableau"
Data Scientist,Amazon,Austin,"['SQL', 'Python']","We are looking for a Data Scientist with experience in Python, SQL.","['python', 'sql']","python, sql"
Bi Developer,Ibm,New York,"['Tableau', 'Data Warehousing', 'ETL']","We are looking for a BI Developer with experience in Data Warehousing, Tableau, ETL.","['data warehousing', 'etl', 'tableau']","data warehousing, etl, tableau"
Analytics Consultant,Facebook,San Francisco,"['Python', 'Power BI']","We are looking for a Analytics Consultant with experience in Python, Power BI.","['power bi', 'python']","power bi, python"
Data Analyst,Amazon,Austin,"['Power BI', 'Tableau', 'SQL', 'Python']","We are looking for a Data Analyst with experience in Power BI, Python, Tableau.","['power bi', 'python', 'sql', 'tableau']","power bi, python, sql, tableau"
Business Analyst,Deloitte,Seattle,"['Excel', 'Power BI', 'Project Management']","We are looking for a Business Analyst with experience in Power BI, Excel, Project Management.","['excel', 'power bi', 'project management']","excel, power bi, project management"
Data Analyst,Deloitte,Boston,"['SQL', 'Excel', 'Power BI']","We are looking for a Data Analyst with experience in SQL, Power BI, Excel.","['excel', 'power bi', 'sql']","excel, power bi, sql"
Ai Engineer,Ibm,Chicago,"['NLP', 'Deep Learning', 'Python']","We are looking for a AI Engineer with experience in NLP, Deep Learning, Python.","['deep learning', 'nlp', 'python']","deep learning, nlp, python"
Analytics Consultant,Ey,Miami,"['Excel', 'SQL', 'Client Communication']","We are looking for a Analytics Consultant with experience in SQL, Client Communication, Excel.","['client communication', 'excel', 'sql']","client communication, excel, sql"
Bi Developer,Microsoft,Los Angeles,"['Data Warehousing', 'Power BI', 'ETL', 'Tableau']","We are looking for a BI Developer with experience in Data Warehousing, Tableau, ETL.","['data warehousing', 'etl', 'power bi', 'tableau']","data warehousing, etl, power bi, tableau"
Data Analyst,Ibm,Seattle,"['Python', 'Tableau']","We are looking for a Data Analyst with experience in Tableau, Python.","['python', 'tableau']","python, tableau"
Machine Learning Engineer,Facebook,San Francisco,"['Python', 'PyTorch']","We are looking for a Machine Learning Engineer with experience in Python, PyTorch.","['python', 'pytorch']","python, pytorch"
Bi Developer,Accenture,Boston,"['Tableau', 'Power BI']","We are looking for a BI Developer with experience in Power BI, Tableau.","['power bi', 'tableau']","power bi, tableau"
Bi Developer,Ibm,Boston,"['Power BI', 'SQL']","We are looking for a BI Developer with experience in Power BI, SQL.","['power bi', 'sql']","power bi, sql"
Analytics Consultant,Microsoft,New York,"['Python', 'Client Communication', 'Power BI']","We are looking for a Analytics Consultant with experience in Power BI, Client Communication, Python.","['client communication', 'power bi', 'python']","client communication, power bi, python"
Data Analyst,Accenture,Seattle,"['Python', 'Excel', 'Tableau']","We are looking for a Data Analyst with experience in Python, Tableau, Excel.","['excel', 'python', 'tableau']","excel, python, tableau"
Analytics Consultant,Deloitte,New York,"['Excel', 'Python']","We are looking for a Analytics Consultant with experience in Excel, Python.","['excel', 'python']","excel, python"
Ai Engineer,Uber,Miami,"['PyTorch', 'Deep Learning']","We are looking for a AI Engineer with experience in PyTorch, Deep Learning.","['deep learning', 'pytorch']","deep learning, pytorch"
